List,Display_Title,Grain,Column,Type,Required,Indexed,Choices,Column_Note,List_Note
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,All_Day,Boolean,Y,N,,,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Scope_Type,Choice,Y,N,Enterprise; Portfolio; Installation; Facility,One post reaches every base in a portfolio without copying it eleven times,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Scope_ID,Text,N,Y,,Null when Scope_Type is Enterprise,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Linked_Item_ID,Text,N,N,,Nullable FK to MF_EOM_Item — set for a correction suspense so the event opens the item,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Status_Code,Number,Y,N,,Same five-state palette as everything else. Author sets it for standalone events; a linked event inherits from its item.,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Created_By,User,Y,N,,,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Created_DateTime,DateTime,Y,N,,,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Active_Flag,Boolean,Y,N,,,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Request_ID,Text,Y,Y,,,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Requester_UPN,Text,Y,Y,,,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Requester_Name,Text,Y,N,,,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Home_Installation,Text,N,N,,"From the GAL, for context in the approval","ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Requested_Installation_ID,Text,Y,Y,,,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Justification,Note,Y,N,,Required. One line is fine.,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Requested_Until,DateTime,N,N,,Default 60 days out. Access is temporary.,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Status,Choice,Y,N,Pending; Approved; Denied; Expired,,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Decided_By,Text,N,N,,,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Decided_Date,DateTime,N,N,,,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Access_Request,MF Access Request,One row per request for access to an installation the requester is not posted to,Decision_Comment,Note,N,N,,,"ADDED v4. Nobody is provisioned for their own base — CAC identifies them and the GAL gives the installation. This covers the person who PCS'd and still owes their losing base an EOM package, and the AFSVC member covering a portfolio temporarily."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Rule_ID,Text,Y,Y,,,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Trigger_Event,Choice,Y,N,SubmissionCreated; StatusChanged; DueSoon; FirstSuspensePassed; FinalSuspensePassed; CorrectionSuspensePassed; PendingReviewAging; AccessRequested,,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Recipient_Type,Choice,Y,N,Submitter; Portfolio org box; Installation POC; Reviewer; Portfolio Manager; AFSVC,,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Recipient_Address,Text,N,N,,Org box address when Recipient_Type is a mailbox,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Enabled,Boolean,Y,N,,,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Digest,Boolean,Y,N,,TRUE means one message per recipient per run listing everything. Per-item mail is how a notification system gets muted in week one.,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Cadence_Days,Number,N,N,,Repeat interval. Null means once.,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Subject_Template,Text,N,N,,,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Notification_Rule,MF Notification Rule,One row per notification trigger,Notes,Note,N,N,,,"ADDED v4. Built now, mostly switched off. Two are on from day one: an upload notifies the portfolio org box, and a status change notifies the submitter. Everything else ships disabled so the queue can be tuned before anyone's inbox is involved."
MF_Non_Duty_Day,MF Non Duty Day,One row per non-duty date,Non_Duty_ID,Text,Y,Y,,,"ADDED v5. Federal holidays, down days, and any locally directed non-duty day. Without this the effective-suspense calculation has to hard-code a holiday table, which is wrong the first time a base takes a family day."
MF_Non_Duty_Day,MF Non Duty Day,One row per non-duty date,Date,DateTime,Y,Y,,,"ADDED v5. Federal holidays, down days, and any locally directed non-duty day. Without this the effective-suspense calculation has to hard-code a holiday table, which is wrong the first time a base takes a family day."
MF_Non_Duty_Day,MF Non Duty Day,One row per non-duty date,Name,Text,Y,N,,,"ADDED v5. Federal holidays, down days, and any locally directed non-duty day. Without this the effective-suspense calculation has to hard-code a holiday table, which is wrong the first time a base takes a family day."
MF_Non_Duty_Day,MF Non Duty Day,One row per non-duty date,Scope_Type,Choice,Y,N,Enterprise; Portfolio; Installation,A federal holiday is Enterprise. A wing down day is Installation.,"ADDED v5. Federal holidays, down days, and any locally directed non-duty day. Without this the effective-suspense calculation has to hard-code a holiday table, which is wrong the first time a base takes a family day."
MF_Non_Duty_Day,MF Non Duty Day,One row per non-duty date,Scope_ID,Text,N,N,,Null for Enterprise,"ADDED v5. Federal holidays, down days, and any locally directed non-duty day. Without this the effective-suspense calculation has to hard-code a holiday table, which is wrong the first time a base takes a family day."
MF_Non_Duty_Day,MF Non Duty Day,One row per non-duty date,Active_Flag,Boolean,Y,N,,,"ADDED v5. Federal holidays, down days, and any locally directed non-duty day. Without this the effective-suspense calculation has to hard-code a holiday table, which is wrong the first time a base takes a family day."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Destination_ID,Text,Y,Y,,PORT2-EOM,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Portfolio_ID,Text,Y,Y,,,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Document_Domain,Choice,Y,N,EOM; EOY; FMAT; Other,EOY shares the EOM destination unless a row says otherwise,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Site_URL,Text,Y,N,,BLANK by default. Set at import from the environment variable. Never a literal in Power Fx. A portfolio backed by a private or shared channel has a different site than the parent team.,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Library_Name,Text,Y,N,,Usually Documents,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Root_Folder,Text,Y,N,,Portfolio 2/Monthly Documents,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Folder_Template,Text,Y,N,,"{FiscalYear}/{ReportingPeriod}/{InstallationName}/{RequirementCode}. Tokens are resolved by EOM-02, never by the app.","ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Create_Missing_Folders,Boolean,Y,N,,FALSE. The FY and month folders already exist and are curated by hand. The flow finds them; it does not create them. A flow that creates folders will eventually create 'Aug 26' beside someone's 'August 2026' and nobody notices for a month.,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Fallback_Policy,Choice,Y,N,FIND_OR_ROOT; FIND_OR_FAIL,"FIND_OR_ROOT: when the FY or month folder cannot be matched, drop the file at the Monthly Data Call root and flag it for a human to move. A submission that lands somewhere findable beats a submission that fails.","ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Site_Note,Text,N,N,,"Which site this portfolio actually lives on. The four portfolios are FOUR SEPARATE SITE COLLECTIONS, not four folders in one library.","ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Verified_By,Text,N,N,,,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Verified_Date,DateTime,N,N,,,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
MF_Document_Destination,MF Document Destination,One row per portfolio per document domain,Active_Flag,Boolean,Y,N,,,"ADDED v6. Four portfolios, each with its own Monthly Documents folder. Standard, private and shared Teams channels have different SharePoint backing, so the site and library are configured per portfolio and never assumed. Verify each Portfolio channel's real SharePoint URL before enabling it."
